smiles	CatalogId				IC50 (uM)
FCc1cc(C(=O)N2C[C@H](Nc3nc(-c4cnccc4)nc4c3CCC4)CCCCC2)ccc1	Z4927220507				
O=C(N1CC2(CCN(C=3N=C(C)n4c(nnc4)C=3)CC2)CCC1)c1cc2c(cc(C)cc2)cc1	Z4921664109				
O=C(N[C@H]1[C@H]2N(C3=Nc4[nH]ncc4C(=O)N3)CC[C@H](C2)CC1)c1cc2C(=O)NCCc2cc1	Z4921673990				
O=C(NC[C@H]1[C@H]2N(C(=O)c3nc4n[nH]nc4cc3)C[C@@H](C1)CC2)[C@H]1CN2C(=O)NN=C2CC1	Z4927214646				
O=C(/C=C\C=1C(=O)NC(C)=NC=1)N1C[C@@H](NC(=O)C=2C(=O)NC=CC=2)CC2(C1)CCOCC2	Z4927215025				
O=C(NC[C@@H](NC(=O)c1c2c(C(=O)NC2)ccc1)c1ccccc1)c1c2c([nH]nc2)ncc1	Z4927219874				
O=C(N1C[C@@H](CCNC(=O)C2=CN3C(=O)NN=C3C=C2)CCC1)c1ccc(-c2[nH]cnc2)cc1	Z4927220112				
O=C(NC1C[C@@H]2N(C(=O)C=3C=C(C)NC(=O)C=3)[C@H](C1)CCC2)C1=CC(=O)NC=C1	Z4927221743				
O=C(/C=C/c1ccc(C(=O)N)cc1)N1C[C@@H]2N(C(=O)CCn3c(O)ccc3O)[C@H](C1)CCC2	Z4921675184				
O=C(/C=C/c1ccc(C(=O)N)cc1)N1C[C@@]2(CN(C(=O)[C@H]3NC(=O)NC(=O)C3)CC2)CCC1	Z4921675191				
O=C(/C=C/c1cc2c(nccc2)cc1)N1C[C@@]2(CN(C(=O)C=3NC(=O)NC(=O)C=3)CC2)CCC1	Z4921675198				
O=C(NC[C@H](NC(=O)c1cnccc1)c1cc2c(cc1)cccc2)C(C)(C)c1ccc(C)cc1	Z4921678629				
O=C(NC[C@H](NC(=O)c1cnccc1)c1cc2c(cc1)cccc2)[C@H]1c2[nH]ncc2CCC1	Z4921678640				
O=C(N[C@@H](CNC(=O)C1=NOCC1)c1cc2c(cc1)cccc2)c1c(C)ccnc1	Z4921678664				
Fc1cc(C(=O)N[C@@H](CNC(=O)[C@H]2c3nc[nH]c3CCC2)c2cc3c(cc2)cccc3)cnc1	Z4927218341				
O=C(N[C@@H](CNC(=O)C1(c2c(C)cccc2)CC1)c1cc2c(cc1)cccc2)Cn1ncnc1	Z4927221425				
O=C(N[C@@H](CNC(=O)c1cnccc1)c1cc2c(cc1)cccc2)c1c2c(cnc1)cccc2	Z4921678687				
O=C(NC[C@H](NC(=O)c1c2c(cnc1)cccc2)c1cc2c(cc1)cccc2)[C@@H]1C2(C1)CC2	Z4921678719				
O=C(NC[C@H](NC(=O)c1nnccc1)c1cc2c(cc1)cccc2)[C@@H]1c2nc[nH]c2CCC1	Z4921678766				
O=C(N[C@@H](CNC(=O)c1n[nH]nc1)c1cc2c(cc1)cccc2)c1c(-c2ccccc2)onc1	Z4921678775				
O=C(N[C@@H](CNC(=O)c1c[nH]nc1)c1cc2c(cc1)cccc2)c1c(-c2ncccc2)[nH]nc1	Z4921678782				
O=C(NC[C@@H](NC(=O)C1=CC(=O)NN=C1)c1cc2c(cc1)cccc2)/C=C\c1nccnc1	Z4921675214				
O=C(N[C@@H](CNC(=O)c1ccccc1)c1cc2c(cc1)cccc2)c1c(-c2cocc2)[nH]nc1	Z4921678788				
O=C(N[C@@H](CNC(=O)c1cc(N)ccc1)c1cc2c(cc1)cccc2)c1cnc2n[nH]nc2c1	Z4927221457				
O=C(NC[C@H](NC(=O)C1=NNC(=O)CC1)c1cc2c(cc1)cccc2)/C=C\C=1C(=O)NC=NC=1	Z4921675234				
Clc1c(C(=O)N[C@@H](CNC(=O)c2c(C)[nH]cn2)c2cc3c(cc2)cccc3)c(F)ncc1	Z4927221668				
O=C(NC[C@H](NC(=O)c1c2c(C(=O)NCC2)cnc1)c1cc2c(cc1)cccc2)c1nocc1	Z4921678833				
O=C(NC[C@H](NC(=O)c1[nH]nc2N=CNC(=O)c12)c1cc2c(cc1)cccc2)/C(/C)=C\1/CCC/1	Z4927221391				
O=C(N[C@@H](CNC(=O)[C@]1(C)C(=O)NCC1)c1cc2c(cc1)cccc2)c1c2c([nH]cc2)cnc1	Z4921679142				
O=C(N[C@@H](CNC(=O)C1(C#C)CC1)c1cc2c(cc1)cccc2)c1c2c([nH]cc2)cnc1	Z4921679153				
O=C(N1C[C@]2(CN(C(=O)c3c4nc[nH]c4cnc3)CC2)CCCC1)[C@H]1C[C@@H]2C=CC[C@H](C1)C2	Z4921758507				
O=C(N[C@@H](C)[C@H]1CN(C(=O)c2nccc(-c3ccccc3)c2)CC1)c1[nH]nc2N=CNC(=O)c12	Z4921675282				
O=C(Cc1cnccc1)N1C[C@@H]([C@@H]2CN(C(=O)C3CC4(C(=O)NC(=O)N4)C3)CCC2)CCC1	Z4921675306				
O=C(N1CC2(OCC1)CN(C(=O)c1[nH]c3c(c1)ccc(O)c3)C2)[C@@H]1Cc2n[nH]nc2CC1	Z4927220566				
O=C(Cc1cc(C)cnc1)N1CC2(O[C@@H](CNC(=O)[C@]3(O)Cc4c(cccc4)CC3)CC2)C1	Z4927215001				
O=C(NC[C@@H]1N(C(=O)C=2C(=O)NC(=O)NN=2)Cc2c(cccc2)C1)c1c2c(ccnc2)ccc1	Z4921675343				
O=C(N1[C@H](CNC(=O)C2=CC(=O)NN=C2)Cc2c(cccc2)C1)[C@H]1CS(=O)(=O)CCC1	Z4921675344				
O=C(N1[C@H](CNC(=O)C2=CC(=O)NN=C2)Cc2c(cccc2)C1)c1noc2c1CCCC2	Z4921675347				
O=C(NC[C@H]1N(C(=O)c2nnn(C)c2)Cc2c(cccc2)C1)c1c2c([nH]nc2)ccc1	Z4921679205				
O=C(NC[C@H]1N(C(=O)c2c(C)con2)Cc2c(cccc2)C1)c1c2c([nH]nc2)ccc1	Z4921679213				
O=C(NC[C@H]1N(C(=O)c2nnn3c2C=CC=C3)Cc2c(cccc2)C1)c1c2c([nH]nc2)ccc1	Z4921679227				
Fc1sc(C(=O)N2[C@H](CNC(=O)c3c4c([nH]nc4)ccc3)Cc3c(cccc3)C2)c(C)c1	Z4927221613				
O=C(NC[C@H]1N(C(=O)c2c(CC)csc2)Cc2c(cccc2)C1)c1c2c([nH]nc2)ccc1	Z4927221611				
O=C(N1[C@H](CNC(=O)C=2N=C(C)NC(=O)C=2)c2c(cccc2)CC1)c1c2c(oc1)cc(O)cc2	Z4927220008				
Fc1c(C(=O)NC[C@H]2N(C(=O)c3c4c([nH]cc4)ccc3)CCc3c2cccc3)cc(C)cn1	Z4927221638				
O=[N+]([O-])c1c(C(=O)N[C@H]2[C@H](NC(=O)c3nc4nn[nH]c4cc3)Cc3c2cccc3)cc(O)cc1	Z4921665433				
FC1=CC=2[C@@H](OC=C(C(=O)N3C[C@@H]([C@@H]4CN(C(=O)Cc5cnccc5)CCC4)CC3)C=2)C=C1	Z4921675784				
O=C(N1C[C@H]([C@H]2CN(C(=O)c3c4NC(=O)Oc4ccc3)CCC2)CC1)c1c(C)ccc(C)c1	Z4921675874				
O=C(Cc1cc(C)cnc1)N1C[C@H]([C@H]2CN(C(=O)c3c4n(nc3)C=CC=N4)CC2)CCC1	Z4927217083				
O=C(Cc1cc(C)cnc1)N1C[C@@H]([C@@H]2CN(C(=O)c3cnc4c(c3)ccc(C)c4)CC2)CCC1	Z4921676211				
O=C(N1C[C@H]([C@H]2CN(C(=O)c3nc4NC(=O)Nc4cc3)CCC2)CC1)c1oc2c(c1)cccc2	Z4921676224				
O=C(N1C[C@H]([C@@H]2CN(C(=O)C3=CC(=O)NN=C3)CC2)CCC1)c1cc2NC(=O)NCc2cc1	Z4927214626				
O=C(N1C[C@H]([C@H]2CN(C(=O)C=3c4n(cnn4)C=CC=3)CCC2)CC1)c1cc2ncccc2cc1	Z4927215645				
O=C(N1[C@H](CNC(=O)C2CC3(C(=O)NC(=O)N3)C2)CC2(C1)CCC2)C1=Cc2n(ccn2)C=C1	Z4921676728				
O=C(NC[C@H]1N(C(=O)c2cc3nccnc3cc2)CC2(C1)CCC2)c1c2nc[nH]c2cnc1	Z4927218902				
O=C(NC[C@H]1N(C(=O)C2CC(=O)NC(=O)C2)CC2(C1)CCC2)c1c2nc[nH]c2cnc1	Z4921676768				
O=C(NC[C@H]1N(C(=O)c2cc(O)c(C)cc2)CC2(C1)CCC2)c1c2nc[nH]c2cnc1	Z4921676779				
O=C(NC[C@H]1N(C(=O)[C@H]2C3(CCOCC3)CCC2)CC2(C1)CCC2)CC1CC(=O)NC(=O)C1	Z4921676853				
O=C(Cc1c(O)cccc1)N1[C@@H](CNC(=O)c2cc3c(C(=O)NCC3)cc2)CC2(C1)CCC2	Z4927220700				
O=C(NC[C@H]1N(C(=O)[C@H]2NC(=O)NC(=O)C2)CC2(C1)CCC2)/C=C\C=1C(=O)NC(C)=NC=1	Z4927214799				
O=C(NC[C@H]1N(C(=O)c2cnc3n(C)nc(C)c3c2)CC2(C1)CCOCC2)c1cnccc1	Z4927221193				
O=C(NC[C@H]1N(C(=O)C2=Cc3c(OC2)cccc3)CC2(C1)CCOCC2)c1cncnc1	Z4921677000				
O=C(NC[C@H]1N(C(=O)c2cc3C(=O)NCc3cc2)CC2(C1)CCOCC2)c1nnccc1	Z4927220682				
Fc1cc(C(=O)N)cc(C(=O)N2[C@H](CNC(=O)c3c(C)cno3)CC3(C2)CCOCC3)c1	Z4921677043				
O=C(C[C@H]1C[C@@H](O)CC1)N1CC2(Oc3c(cccc3)C1)CCN(C(=O)c1n[nH]c(C)c1)CC2	Z4927215129				
O=C(N1CCC2(Oc3c(cccc3)CN(C(=O)C3CC(O)C3)C2)CC1)C1=CC(=O)NC=C1	Z4927221800				
O=C(N1CC2(Oc3c(cccc3)C1)CCN(C(=O)c1cc(C#C)cnc1)CC2)[C@@H]1[C@@H](O)CCC1	Z4921677424				
O=C(N1CCC2(Oc3c(cccc3)CN(C(=O)C3CC(=C)C3)C2)CC1)c1c2nc[nH]c2cnc1	Z4921668131				
O=C(C[C@@H]1C(=O)NC(=O)N1)N1C[C@H](CO)C2(C1)CN(C(=O)c1[nH]c3c(c1)ccc(O)c3)C2	Z4921677511				
O=C(N1CC([C@@H]2CN(C(=O)C3=CNC(=O)C=C3)CCCC2)C1)c1c2c([nH]cc2)cnc1	Z4921677517				
O=C(N1CC([C@@H]2CN(C(=O)c3cc4c(cc3)COC4)CCCC2)C1)c1c2nc[nH]c2cnc1	Z4927221008				
O=C(N1CC([C@@H]2CN(C(=O)c3cc4OC(C)(C)Cc4cc3)CCCC2)C1)c1cc(O)cnc1	Z4927220661				
O=C(CC[C@H]1CNC(=O)CC1)N1C[C@H](C2CN(C(=O)c3cnc4n[nH]nc4c3)C2)CCCC1	Z4927216465				
O=C(N[C@H]1C2(CCN(C(=O)c3c4nc[nH]c4cnc3)CC2)CCCC1)Cn1c(O)ccc1O	Z4927219854				
O=C(/C=C/c1cnccc1)N1C[C@H](CNC(=O)c2cc(C(=O)N)[nH]c2)c2c(cccc2)C1	Z4927214905				
O=C(C[C@@H]1C(=O)NC(=O)N1)N1C[C@]23[C@](C1)(CN(C(=O)C=1C(C)=CC(=O)NC=1)C2)CCCC3	Z4921677679				
O=C(N1CCC2([C@H](NC(=O)C3=CN=C4NNN=C4C3)CCC2)CC1)c1c2n[nH]c(C)c2ccc1	Z4921671847				
O=C(N[C@H]1C2(CN(C(=O)c3c4C(=O)NCc4ccc3)C2)CCC1)CCN1C(=O)C(=O)NC=C1	Z4927220713				
Fc1c(C(=O)N2C[C@H](CNC(=O)c3cc4n[nH]nc4cc3)[C@@]3(COCC3)CC2)cc(O)cc1	Z4927221200				
O=C(CCC1=C(C)N=C(C)NC1=O)N1C[C@]23[C@](C1)(CN(C(=O)[C@H]1CNC(=O)CC1)C2)CCC3	Z4927219557				
O=C(N[C@H]1[C@]2(CN(C(=O)C3=CC(=O)NC=C3)CCC2)CCCC1)c1c2c(cnc1)cccc2	Z4927221099				
O=C(N1C[C@@H](NC(=O)C2=CN=C3NNC(C)=C3C2)Cn2c(ncc2)C1)c1oc2c(c1)cccc2	Z4927220211				
O=C(N[C@@H]1CN(C(=O)C2=Cn3nccc3C=C2)Cc2n(ccn2)C1)C1=CN=C2NNC(C)=C2C1	Z4921677871				
F[C@@H]1CN(C(=O)c2[nH]nc([C@H]3N(C)CCC3)c2)[C@H](CNC(=O)c2nn3c(C(=O)NC=C3)c2)C1	Z4921677924				
O=C(Cc1cc(O)cnc1)N1[C@@H]2C[C@@H]([C@H](NC(=O)[C@]3(C)Cc4c(cccc4)CC3)CC2)C1	Z4921677946				
O=C(N[C@H]1[C@H]2CN(C(=O)c3cc(-n4ncnc4)ccc3)[C@H](C2)CC1)c1nn2c(C(=O)NC=C2)c1	Z4921678004				
O=C(N[C@H]1[C@H]2CN(C(=O)CN3C(=O)N(C)C(C)=N3)[C@H](C2)CC1)/C=C/1\C2CC3CC\1CC(C2)C3	Z4927219744				
O=C(N1[C@H]([C@H]2CN(C(=O)C=3C=C(CC)NC(=O)C=3)CC2)CCC1)c1cc2nc(N)oc2cc1	Z4921678116				
O=C(N1[C@H]([C@H]2CN(C(=O)C=3N=C(C)NC(=O)C=3)CC2)CCC1)c1cc(O)c2c(occ2)c1	Z4921678145				
Clc1c(C(=O)N2[C@H]([C@H]3CN(C(=O)C=4N=C(C)NC(=O)C=4)CC3)CCC2)cc(O)cc1	Z4927216986				
O=C(N1[C@H]([C@H]2CN(C(=O)C=3N=C(C)NC(=O)C=3)CC2)CCC1)c1cc(C)c2n[nH]nc2c1	Z4921678149				
O=C(NCC[C@H]1N(C(=O)c2ncnc3[nH]ccc23)CCc2c1cccc2)c1c[n+]([O-])ccc1	Z4927219454				
O=C(N1C[C@@H](c2nnn(-c3cnccc3)c2)OCC1)c1cc(C2=NNC(=O)N2)ccc1	Z4927221021				
O=C(CCc1c2c(cnc1)cccc2)N1c2c(-c3nnn(CCO)c3)cccc2CC1	Z4927221908				
