"Compound ID","SMILES","Library","Shipment","Plate Name","Source Well","Lab Visit","Soak DB Entry","Sample Name","Mounting Result","Soak DB Comments","Data Collection Date","Data Collection Outcome","Resolution","Refinement Outcome","Status","Date Last Updated","Fragalysis","PDB Code","Zenodo Status","Postera Series","Rapid Fire inhibition at 50 uM","Rapid Fire avg IC50 (uM)","Fluorescence inhibition at 50 uM","Fluorescence avg IC50 (uM)","Trypsin IC50","NMR std ratio"
"LON-WEI-120e5cf5-12","O=C(C1CCN(C(CCl)=O)CC1)NC2=NN(C3=CC=CC=C3)C=C2","CovLibrary","NL Follow up","NL Follow up","C15","lb18145-153","lb18145-153-3364","","FAIL: Crystalline:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-13","O=C(C1CCN(C(CCl)=O)CC1)NC2=NC=CC(C)=C2","CovLibrary","NL Follow up","NL Follow up","C16","lb18145-153","lb18145-153-3365","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-14","O=C(C1CCN(C(CCl)=O)CC1)NC2=C(C=CC=C3)C3=NC(Cl)=C2","CovLibrary","NL Follow up","NL Follow up","C17","lb18145-153","lb18145-153-3366","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-15","O=C(C1CCN(C(CCl)=O)CC1)NC2=CC=CC=C2","CovLibrary","NL Follow up","NL Follow up","C19","lb18145-153","lb18145-153-3368","","FAIL: Crystalline:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-16","O=C(C1CCN(C(CCl)=O)CC1)NC2=C(Br)C=CC=C2","CovLibrary","NL Follow up","NL Follow up","C20","lb18145-153","lb18145-153-3369","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"AAR-POS-5507155c-2","O=C(C1CCN(C(CCl)=O)CC1)NC2=CC=C(OC)N=C2","CovLibrary","NL Follow up","NL Follow up","C21","lb18145-153","lb18145-153-3370","","FAIL: Crystalline:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-18","O=C(C1CCN(C(CCl)=O)CC1)NC2=CNC3=C2C=C(Br)C=C3","CovLibrary","NL Follow up","NL Follow up","C22","lb18145-153","lb18145-153-3371","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-19","O=C(C1CCN(C(CCl)=O)CC1)NC2=CC(C(C)=O)=CC=C2","CovLibrary","NL Follow up","NL Follow up","C23","lb18145-153","lb18145-153-3372","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-20","O=C(C1CCN(C(CCl)=O)CC1)NC2=CC=C(Cl)C=C2","CovLibrary","NL Follow up","NL Follow up","C24","lb18145-153","lb18145-153-3373","","FAIL: Crystalline:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-21","O=C(C1CCN(C(CCl)=O)CC1)NC2=NC=CC=C2C","CovLibrary","NL Follow up","NL Follow up","C25","lb18145-153","lb18145-153-3374","","FAIL: No comment:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0102835-001","Clc1cccc2c1cc3CN(CCn23)C(=O)C=C","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","L13","lb18145-153","lb18145-153-3375","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0102610-001","CNC(=O)c1ccc(C2CCCCN2C(=O)C=C)n1C","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","S42","lb18145-153","lb18145-153-3376","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0102682-001","C=CC(=O)N1CCN(CC1)C(=O)C23CC4CC(CC(C4)C2)C3","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","AA26","lb18145-153","lb18145-153-3377","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0102844-001","NC1CCN(CC1)C(=O)C=C","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","L33","lb18145-153","lb18145-153-3378","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0102635-001","CC(=O)N1CCC(NC(=O)C=C)c2ccc(F)cc2C1","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","W12","lb18145-153","lb18145-153-3379","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0102730-001","C=CC(=O)N1CCCn2c(C1)cc3ccccc23","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","AE42","lb18145-153","lb18145-153-3380","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0102683-001","Cc1onc(c1)C2CCCN2C(=O)C=C","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","AA28","lb18145-153","lb18145-153-3381","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0102455-001","C=CC(=O)Nc1sc2CCCCc2c1C#N","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","E12","lb18145-153","lb18145-153-3382","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0103054-001","CN1CCN(CC1)C(=O)C2(CCCC2)NC(=O)C=C","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","F22","lb18145-153","lb18145-153-3383","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0102884-001","Oc1ccc(cc1)c2csc(NC(=O)C=C)n2","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","P35","lb18145-153","lb18145-153-3384","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0102525-001","FC(F)(F)c1csc(n1)C2CCN(CC2)C(=O)C=C","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","K32","lb18145-153","lb18145-153-3385","Mpro-x2741","OK: Clear:No comment","Co-crystallisation - overnight incubation","2020-04-29 13:14:04","success",1.75,"7 - Analysed & Rejected","Stopped","2020-09-02",,,,"None",,,,,,
"AAR-POS-d2a4d1df-42","C[C@H]([C@@H](C(NCC#CBr)=O)NC(C)=O)O","Peplite","Peplite Follow Up","Peplite Follow Up","A1","lb18145-153","lb18145-153-3442","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"AAR-POS-d2a4d1df-42","C[C@@H]([C@@H](C(NCC#CBr)=O)NC(C)=O)O","Peplite","Peplite Follow Up","Peplite Follow Up","A2","lb18145-153","lb18145-153-3443","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 092","N#CC1=NC=CS1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","O15","lb18145-153","lb18145-153-3444","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 077","N#CC1=COC=N1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","M9","lb18145-153","lb18145-153-3445","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 076","N#CC1=NC=CO1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","M7","lb18145-153","lb18145-153-3446","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 011","C=CC1=CN=CS1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","A21","lb18145-153","lb18145-153-3447","","FAIL: Precipitated:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"AAR-POS-f650c5f2-2","N#CC1=NC=CN1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","I9","lb18145-153","lb18145-153-3448","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 054","N#CC1=CNC=N1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","I11","lb18145-153","lb18145-153-3449","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 037","C#CC1=NC=CC=N1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","G1","lb18145-153","lb18145-153-3450","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 095","CN1C=CN=C1C#C","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","O21","lb18145-153","lb18145-153-3451","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 015","C=CC1=NC=CC=C1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","C5","lb18145-153","lb18145-153-3452","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 018","C#CC1=NC=CC=C1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","C11","lb18145-153","lb18145-153-3453","","FAIL: Precipitated:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 016","C=CC1=CC=CN=C1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","C7","lb18145-153","lb18145-153-3454","","FAIL: No comment:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"AAR-POS-f650c5f2-3","N#CC1=NC=CC=N1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","E11","lb18145-153","lb18145-153-3455","Mpro-x2744","OK: Clear:No comment","Co-crystallisation - overnight incubation","2020-04-29 13:40:48","success",1.77,"7 - Analysed & Rejected","Stopped","2020-09-02",,,,"None",,,,,,
"Cov_HetLib 042","N#CC1=NC=CN=C1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","G11","lb18145-153","lb18145-153-3456","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 116","[I-].C[n+]1cccnc1C#C","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","D16","lb18145-153","lb18145-153-3457","","FAIL: Precipitated:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 121","[I-].C[n+]1ccnc(c1)C#C","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","F2","lb18145-153","lb18145-153-3458","Mpro-x2745","OK: Clear:No comment","Co-crystallisation - overnight incubation","2020-04-29 13:32:17","success",1.64,"7 - Analysed & Rejected","Stopped","2020-09-02",,,,"None",,,,,,
"Cov_HetLib 113","[I-].C[n+]1ccc(nc1)C#N","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","D10","lb18145-153","lb18145-153-3459","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 010","N#CC1=NC=CC=C1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","A19","lb18145-153","lb18145-153-3460","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 031","N#CC1=NC=NC=C1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","E13","lb18145-153","lb18145-153-3461","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 002","ClC1=CC=CN=C1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","A3","lb18145-153","lb18145-153-3462","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"MAK-UNK-2c1752f0-3","BrC1=CC=CN=C1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","A9","lb18145-153","lb18145-153-3463","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 008","IC1=CC=CN=C1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","A15","lb18145-153","lb18145-153-3464","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 027","BrC1=CN=CN=C1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","E5","lb18145-153","lb18145-153-3465","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 029","IC1=CN=CN=C1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","E9","lb18145-153","lb18145-153-3466","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"kynuramine dihydrobromide","NC1=CC=CC=C1C(CCN)=O","Melatonin_analogues","Melatonin_analogues","Melatonin_analogues","B3","lb18145-153","lb18145-153-3468","Mpro-x2746","OK: Clear:No comment","Co-crystallisation - overnight incubation","2020-04-29 13:32:21","success",2.1,"7 - Analysed & Rejected","Stopped","2020-09-02",,,,"None",,,,,,
"JOH-MSK-a63bdd1d-1","CC(NCCC1=CNC2=CC(O)=C(OC)C=C21)=O","Melatonin_analogues","Melatonin_analogues","Melatonin_analogues","B5","lb18145-153","lb18145-153-3470","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"serotonin hydrochloride","NCCC1=CNC2=CC=C(O)C=C21","Melatonin_analogues","Melatonin_analogues","Melatonin_analogues","B6","lb18145-153","lb18145-153-3471","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"AFMK - crude","CC(NCCC(C1=CC(OC)=CC=C1NC=O)=O)=O","Melatonin_analogues","Melatonin_analogues","Melatonin_analogues","B7","lb18145-153","lb18145-153-3472","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"AFMK - column","CC(NCCC(C1=CC(OC)=CC=C1NC=O)=O)=O","Melatonin_analogues","Melatonin_analogues","Melatonin_analogues","B8","lb18145-153","lb18145-153-3473","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"AMK","NC1=CC=C(OC)C=C1C(CCNC(C)=O)=O","Melatonin_analogues","Melatonin_analogues","Melatonin_analogues","B9","lb18145-153","lb18145-153-3474","","FAIL: Precipitated:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-2","O=C(C1CCN(C(CCl)=O)CC1)NC2=CC(C3=NNC=C3)=CC=C2","CovLibrary","NL Follow up","NL Follow up","C5","lb18145-153","lb18145-153-3475","Mpro-x2747","OK: Clear:No comment","Co-crystallisation - overnight incubation","2020-04-29 12:58:22","success",1.8,"7 - Analysed & Rejected","Stopped","2020-09-02",,,,"None",,,,,,
"LON-WEI-120e5cf5-3","O=C(C1CCN(C(CCl)=O)CC1)NC2=CC(OC)=C(OC)C(OC)=C2","CovLibrary","NL Follow up","NL Follow up","C6","lb18145-153","lb18145-153-3476","Mpro-x2748","OK: Clear:No comment","Co-crystallisation - overnight incubation","2020-04-29 12:55:51","success",2.45,"7 - Analysed & Rejected","Stopped","2020-06-25",,,,"None",,,,,,
"LON-WEI-120e5cf5-4","O=C(C1CCN(C(CCl)=O)CC1)NC2=CC=C(N3C(NCC3)=O)C=C2","CovLibrary","NL Follow up","NL Follow up","C7","lb18145-153","lb18145-153-3477","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-5","O=C(C1CCN(C(CCl)=O)CC1)N(C)C2=CC=CC=C2","CovLibrary","NL Follow up","NL Follow up","C8","lb18145-153","lb18145-153-3478","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-6","O=C(C1CCN(C(CCl)=O)CC1)NC2=CC(C3=NN=C4C3CCCC4)=CC=C2","CovLibrary","NL Follow up","NL Follow up","C9","lb18145-153","lb18145-153-3479","Mpro-x2749","OK: Clear:No comment","Co-crystallisation - overnight incubation","2020-04-29 13:04:21","success",2.88,"7 - Analysed & Rejected","Stopped","2020-06-25",,,,"None",,,,,,
"LON-WEI-120e5cf5-7","O=C(C1CCN(C(CCl)=O)CC1)NC2=CC(C3=NC(C)=NN3)=CC=C2C","CovLibrary","NL Follow up","NL Follow up","C10","lb18145-153","lb18145-153-3480","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-8","O=C(C1CCN(C(CCl)=O)CC1)N2CC(C3=NC(CCC)=NN3)OCC2","CovLibrary","NL Follow up","NL Follow up","C11","lb18145-153","lb18145-153-3481","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-9","O=C(C1CCN(C(CCl)=O)CC1)NC2=CC=C3C(NC4=C3C=CC=C4)=C2","CovLibrary","NL Follow up","NL Follow up","C12","lb18145-153","lb18145-153-3482","","FAIL: Crystalline:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-10","O=C(C1CCN(C(CCl)=O)CC1)NC2=CC=C(C(C)=O)C=C2","CovLibrary","NL Follow up","NL Follow up","C13","lb18145-153","lb18145-153-3483","","FAIL: Crystalline:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-11","O=C(C1CCN(C(CCl)=O)CC1)NC2=CN=CC=C2","CovLibrary","NL Follow up","NL Follow up","C14","lb18145-153","lb18145-153-3484","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-12","O=C(C1CCN(C(CCl)=O)CC1)NC2=NN(C3=CC=CC=C3)C=C2","CovLibrary","NL Follow up","NL Follow up","C15","lb18145-153","lb18145-153-3485","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-13","O=C(C1CCN(C(CCl)=O)CC1)NC2=NC=CC(C)=C2","CovLibrary","NL Follow up","NL Follow up","C16","lb18145-153","lb18145-153-3486","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-14","O=C(C1CCN(C(CCl)=O)CC1)NC2=C(C=CC=C3)C3=NC(Cl)=C2","CovLibrary","NL Follow up","NL Follow up","C17","lb18145-153","lb18145-153-3487","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-15","O=C(C1CCN(C(CCl)=O)CC1)NC2=CC=CC=C2","CovLibrary","NL Follow up","NL Follow up","C19","lb18145-153","lb18145-153-3489","Mpro-x2750","OK: Clear:No comment","Co-crystallisation - overnight incubation","None","None",,"7 - Analysed & Rejected","Stopped","2020-06-25",,,,"None",,,,,,
"LON-WEI-120e5cf5-16","O=C(C1CCN(C(CCl)=O)CC1)NC2=C(Br)C=CC=C2","CovLibrary","NL Follow up","NL Follow up","C20","lb18145-153","lb18145-153-3490","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"AAR-POS-5507155c-2","O=C(C1CCN(C(CCl)=O)CC1)NC2=CC=C(OC)N=C2","CovLibrary","NL Follow up","NL Follow up","C21","lb18145-153","lb18145-153-3491","","FAIL: Crystalline:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-18","O=C(C1CCN(C(CCl)=O)CC1)NC2=CNC3=C2C=C(Br)C=C3","CovLibrary","NL Follow up","NL Follow up","C22","lb18145-153","lb18145-153-3492","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-19","O=C(C1CCN(C(CCl)=O)CC1)NC2=CC(C(C)=O)=CC=C2","CovLibrary","NL Follow up","NL Follow up","C23","lb18145-153","lb18145-153-3493","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-20","O=C(C1CCN(C(CCl)=O)CC1)NC2=CC=C(Cl)C=C2","CovLibrary","NL Follow up","NL Follow up","C24","lb18145-153","lb18145-153-3494","","FAIL: Crystalline:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"LON-WEI-120e5cf5-21","O=C(C1CCN(C(CCl)=O)CC1)NC2=NC=CC=C2C","CovLibrary","NL Follow up","NL Follow up","C25","lb18145-153","lb18145-153-3495","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0102835-001","Clc1cccc2c1cc3CN(CCn23)C(=O)C=C","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","L13","lb18145-153","lb18145-153-3496","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0102610-001","CNC(=O)c1ccc(C2CCCCN2C(=O)C=C)n1C","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","S42","lb18145-153","lb18145-153-3497","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0102682-001","C=CC(=O)N1CCN(CC1)C(=O)C23CC4CC(CC(C4)C2)C3","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","AA26","lb18145-153","lb18145-153-3498","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0102844-001","NC1CCN(CC1)C(=O)C=C","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","L33","lb18145-153","lb18145-153-3499","Mpro-x2751","OK: Clear:No comment","Co-crystallisation - overnight incubation","2020-04-29 13:27:36","success",2.15,"7 - Analysed & Rejected","Stopped","2020-06-25",,,,"None",,,,,,
"PCM-0102635-001","CC(=O)N1CCC(NC(=O)C=C)c2ccc(F)cc2C1","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","W12","lb18145-153","lb18145-153-3500","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0102730-001","C=CC(=O)N1CCCn2c(C1)cc3ccccc23","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","AE42","lb18145-153","lb18145-153-3501","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0102683-001","Cc1onc(c1)C2CCCN2C(=O)C=C","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","AA28","lb18145-153","lb18145-153-3502","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0102455-001","C=CC(=O)Nc1sc2CCCCc2c1C#N","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","E12","lb18145-153","lb18145-153-3503","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0103054-001","CN1CCN(CC1)C(=O)C2(CCCC2)NC(=O)C=C","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","F22","lb18145-153","lb18145-153-3504","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0102884-001","Oc1ccc(cc1)c2csc(NC(=O)C=C)n2","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","P35","lb18145-153","lb18145-153-3505","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"PCM-0102525-001","FC(F)(F)c1csc(n1)C2CCN(CC2)C(=O)C=C","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","K32","lb18145-153","lb18145-153-3506","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"AAR-POS-d2a4d1df-42","C[C@H]([C@@H](C(NCC#CBr)=O)NC(C)=O)O","Peplite","Peplite Follow Up","Peplite Follow Up","A1","lb18145-153","lb18145-153-3563","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"AAR-POS-d2a4d1df-42","C[C@@H]([C@@H](C(NCC#CBr)=O)NC(C)=O)O","Peplite","Peplite Follow Up","Peplite Follow Up","A2","lb18145-153","lb18145-153-3564","","FAIL: Precipitated:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 092","N#CC1=NC=CS1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","O15","lb18145-153","lb18145-153-3565","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 077","N#CC1=COC=N1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","M9","lb18145-153","lb18145-153-3566","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
"Cov_HetLib 076","N#CC1=NC=CO1","Cov_Hetlib","Cov_Hetlib_Plate1","Cov_Hetlib_Plate1","M7","lb18145-153","lb18145-153-3567","","FAIL: Clear:No comment","Co-crystallisation - overnight incubation",,"None",,,"Stopped",,,,,"None",,,,,,
